Make,AccidentArea,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,daysDiff,FraudFound
Honda,Urban,Male,Married,60,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,9,No
Honda,Urban,Male,Married,34,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,9,No
Mercury,Urban,Male,Married,32,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,7,No
Honda,Urban,Male,Single,45,Third Party,Sport,"more than 69,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Ford,Urban,Male,Married,46,Policy Holder,Sedan,"40,000 to 69,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Single,38,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,21,No
Mercury,Urban,Female,Single,33,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Ford,Urban,Female,Married,44,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,none,4 to 8 years,more than 1,Collision,6,No
Ford,Urban,Male,Married,80,Policy Holder,Utility,"more than 69,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,140,No
Mercury,Urban,Male,Married,44,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,1,No
Honda,Urban,Male,Married,33,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Single,29,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,10,No
Ford,Urban,Male,Married,47,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,7,No
Honda,Urban,Male,Married,51,Third Party,Sedan,"less than 20,000",400,3,more than 30,more than 30,1,more than 7,Yes,No,External,more than 5,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Married,43,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,9,No
Honda,Urban,Female,Single,29,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,more than 1,All Perils,6,No
Mercury,Urban,Male,Single,28,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,3,No
Ford,Urban,Male,Married,48,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,Collision,4,No
Mercury,Rural,Male,Married,41,Policy Holder,Sedan,"more than 69,000",400,3,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,1 to 2,no change,1 vehicle,Collision,17,No
Honda,Rural,Male,Married,28,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,8,No
Honda,Rural,Male,Married,50,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,17,No
Honda,Urban,Male,Single,17,Policy Holder,Sport,"more than 69,000",400,2,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,none,no change,1 vehicle,Liability,0,No
Mercury,Rural,Male,Married,46,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,All Perils,14,No
Mercury,Urban,Male,Married,45,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,6,No
Ford,Urban,Male,Married,65,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Married,28,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,1,No
Honda,Urban,Male,Married,67,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,22,No
Mercury,Urban,Male,Single,30,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,5,No
Honda,Urban,Male,Single,17,Third Party,Sedan,"more than 69,000",400,4,more than 30,more than 30,none,less than 4 years,No,No,External,none,4 to 8 years,more than 1,Collision,5,No
Ford,Urban,Female,Single,50,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,6,No
Honda,Urban,Male,Single,29,Third Party,Sedan,"less than 20,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,22,No
Honda,Urban,Male,Single,39,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,19,No
Mercury,Urban,Female,Married,47,Third Party,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,5,No
Honda,Urban,Male,Single,21,Third Party,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,2,No
Honda,Urban,Female,Single,34,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,32,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,0,No
Honda,Rural,Female,Single,31,Policy Holder,Sedan,"less than 20,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,0,Yes
Mercury,Urban,Male,Married,29,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,9,No
Honda,Urban,Female,Single,32,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,3 to 5,no change,more than 1,All Perils,0,No
Honda,Urban,Male,Married,43,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Ford,Urban,Male,Single,60,Policy Holder,Sport,"40,000 to 69,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Married,35,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,9,No
Honda,Urban,Male,Married,30,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,0 to 3 years,1 vehicle,Collision,0,No
Mercury,Urban,Male,Married,42,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,All Perils,9,No
Honda,Urban,Male,Married,38,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,10,No
Honda,Urban,Male,Married,46,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,9,No
Honda,Urban,Male,Married,28,Policy Holder,Sedan,"20,000 to 39,000",500,4,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,3 to 5,0 to 3 years,1 vehicle,Collision,2,No
Honda,Urban,Female,Married,73,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,0,No
Honda,Urban,Female,Married,25,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,less than 4 years,No,No,External,more than 5,no change,1 vehicle,Collision,2,No
Honda,Urban,Male,Married,39,Policy Holder,Sport,"40,000 to 69,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,4 to 8 years,more than 1,Liability,8,No
VW,Urban,Male,Single,47,Policy Holder,Sport,"40,000 to 69,000",400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,28,No
Honda,Rural,Male,Single,25,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,8,No
Honda,Urban,Female,Single,29,Third Party,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,97,No
Honda,Urban,Male,Single,37,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,18,No
Honda,Urban,Male,Married,52,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,3,No
Honda,Urban,Male,Married,26,Policy Holder,Sedan,"more than 69,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,2,No
Ford,Urban,Male,Married,64,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Single,28,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,11,No
Mercury,Urban,Male,Married,50,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,2,No
Ford,Urban,Male,Married,52,Policy Holder,Utility,"more than 69,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,All Perils,12,No
Honda,Urban,Male,Single,30,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,All Perils,24,No
Honda,Urban,Male,Married,41,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,11,No
Ford,Urban,Male,Married,51,Third Party,Sedan,"40,000 to 69,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,4,No
Mercury,Urban,Male,Single,22,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,7,No
Ford,Urban,Male,Married,37,Third Party,Sedan,"40,000 to 69,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,18,No
Honda,Urban,Male,Married,57,Policy Holder,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Married,33,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,1,No
Mercury,Rural,Male,Married,55,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,15,No
VW,Urban,Female,Married,51,Policy Holder,Sedan,"40,000 to 69,000",400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,Collision,1,No
Mercury,Urban,Male,Married,27,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,4,No
Ford,Urban,Male,Single,27,Third Party,Sport,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,4 to 8 years,more than 1,Liability,13,No
Mercury,Urban,Male,Married,30,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,5,No
Ford,Rural,Male,Married,37,Third Party,Sedan,"40,000 to 69,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,All Perils,0,No
Mercury,Urban,Male,Married,53,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,All Perils,20,No
Honda,Rural,Male,Single,23,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Collision,3,No
Honda,Urban,Male,Single,17,Third Party,Sedan,"more than 69,000",400,4,more than 30,more than 30,1,less than 4 years,No,No,External,none,no change,1 vehicle,All Perils,0,No
Honda,Urban,Male,Married,45,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Single,24,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,less than 4 years,No,No,External,none,no change,1 vehicle,Collision,7,No
Honda,Urban,Male,Single,28,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,17,No
Honda,Urban,Male,Married,55,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,2 to 4,4 to 6 years,Yes,No,External,more than 5,no change,1 vehicle,Collision,190,No
Honda,Urban,Male,Single,17,Third Party,Sedan,"more than 69,000",400,4,more than 30,more than 30,none,less than 4 years,No,No,External,none,no change,1 vehicle,All Perils,1,No
Honda,Urban,Male,Married,32,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,21,No
Honda,Urban,Male,Single,21,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,All Perils,0,No
Honda,Rural,Male,Married,46,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Liability,7,No
Honda,Urban,Male,Married,49,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,Collision,4,No
Mercury,Urban,Male,Married,45,Policy Holder,Sedan,"less than 20,000",400,3,more than 30,more than 30,1,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Married,45,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,Collision,0,No
Mercury,Urban,Male,Married,48,Third Party,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Collision,3,No
Ford,Urban,Male,Married,43,Policy Holder,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,none,more than 7,No,No,External,1 to 2,no change,1 vehicle,Collision,0,No
Honda,Urban,Male,Single,35,Policy Holder,Sport,"more than 69,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,2,No
Mercury,Rural,Male,Married,74,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,0,Yes
Honda,Urban,Male,Married,32,Third Party,Sedan,"more than 69,000",400,2,more than 30,more than 30,none,4 to 6 years,No,No,External,1 to 2,4 to 8 years,more than 1,Collision,1,No
Honda,Urban,Male,Single,24,Policy Holder,Sport,"20,000 to 39,000",400,2,more than 30,more than 30,1,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Liability,1,No
Honda,Urban,Male,Single,30,Third Party,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,42,Third Party,Sedan,"less than 20,000",400,2,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,All Perils,2,No
Honda,Rural,Male,Single,36,Policy Holder,Sedan,"less than 20,000",400,4,more than 30,more than 30,none,4 to 6 years,No,No,External,none,no change,1 vehicle,All Perils,4,Yes
Ford,Rural,Male,Married,39,Third Party,Sport,"40,000 to 69,000",400,3,more than 30,more than 30,more than 4,more than 7,No,No,Internal,3 to 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Single,22,Policy Holder,Sedan,"20,000 to 39,000",400,2,more than 30,more than 30,more than 4,less than 4 years,No,No,External,1 to 2,0 to 3 years,1 vehicle,All Perils,0,No
Honda,Urban,Female,Married,46,Policy Holder,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,Liability,5,No
Mercury,Rural,Male,Married,30,Third Party,Sedan,"20,000 to 39,000",400,3,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,3 to 5,no change,1 vehicle,Collision,1,No
Honda,Urban,Male,Married,58,Policy Holder,Sport,"20,000 to 39,000",400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,Liability,0,No
Honda,Urban,Male,Married,46,Third Party,Sport,"20,000 to 39,000",400,1,more than 30,more than 30,more than 4,4 to 6 years,No,No,External,1 to 2,no change,1 vehicle,Liability,0,No
Mercury,Urban,Male,Married,71,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,more than 5,no change,1 vehicle,All Perils,0,No
Mercury,Urban,Male,Single,42,Policy Holder,Sedan,"20,000 to 39,000",400,1,more than 30,more than 30,2 to 4,4 to 6 years,No,No,External,none,no change,1 vehicle,Collision,1,No
Mercury,Rural,Male,Married,52,Policy Holder,Sedan,"20,000 to 39,000",400,4,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,Collision,1,No
